key,value
"(28, 25)","{'super area title': 'Farraige Mhor', 'description': ""The moon hangs low in the sky, casting a silvery path across the water's surface. The wind howls, tugging at your clothes and whipping your hair into a frenzy. \n                                  Lightning streaks across the sky, briefly illuminating the foamy crests of waves. It's as if the world is reduced to this single, chaotic plane, where the distinction between air and water loses all meaning. "", 'title': 'Farraige Mhor-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(28, 26)","{'super area title': 'Farraige Mhor', 'description': ""The gentle lapping of waves creates a soothing rhythm as the first light of dawn breaks across the horizon. A faint mist hovers above the water's surface, adding an ethereal quality to the scene. Amidst the chaos, the horizon disappears behind a veil of mist and rain, leaving you feeling small and insignificant in the face of nature's power. "", 'title': 'Farraige Mhor-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(28, 27)","{'super area title': 'Farraige Mhor', 'description': ""The horizon is a tumultuous blend of dark clouds and roiling waters, blurred together in a disorienting dance. For a brief moment, the entire expanse of the water is laid bare, revealing the churning chaos beneath. It's as if the world is reduced to this single, chaotic plane, where the distinction between air and water loses all meaning. "", 'title': 'Farraige Mhor-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(28, 28)","{'super area title': 'Farraige Mhor', 'description': ""The moon hangs low in the sky, casting a silvery path across the water's surface. The wind howls, tugging at your clothes and whipping your hair into a frenzy. \n                                  Lightning streaks across the sky, briefly illuminating the foamy crests of waves. It's a wild and powerful display of nature's might. "", 'title': 'Farraige Mhor-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(28, 29)","{'super area title': 'Farraige Mhor', 'description': ""The horizon is a tumultuous blend of dark clouds and roiling waters, blurred together in a disorienting dance. A faint mist hovers above the water's surface, adding an ethereal quality to the scene. The jagged bolts paint a surreal tableau of violence and beauty, \n                                  while the accompanying thunder shakes the very ground beneath your feet, a reminder of the immense forces at play. "", 'title': 'Farraige Mhor-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(28, 30)","{'super area title': 'North Juun', 'description': 'The plains of North Juun seem to stretch on forever, a vast expanse of open land broken only by occasional clusters of trees. The grasslands in North Juun sway in harmony with the breeze, creating a mesmerizing wave-like motion that seems to breathe with the land. \n                              Here and there, wildflowers add vibrant bursts of color, their petals nodding gently in the wind. The air is filled with the earthy scent of freshly turned soil, and the landscape feels alive with the promise of sustenance and growth.', 'title': 'North Juun-plain', 'short description': 'This is a short description', 'continent': 'Juun', 'type': '3'}"
"(28, 31)","{'super area title': 'North Juun', 'description': 'The landscape unfolds in a sea of undulating grasses that stretch to the horizon. Tall grasses wave lazily in the wind, their golden heads creating a sea of movement that whispers secrets to anyone who listens. The sun bathes the landscape in a warm glow, and the air is filled with the earthy scent of soil and vegetation.', 'title': 'North Juun-plain', 'short description': 'This is a short description', 'continent': 'Juun', 'type': '3'}"
"(28, 32)","{'super area title': 'desert', 'description': ""A narrow strip of soft sand hugs the base of towering cliffs, a hidden oasis nestled between land and sea. The gentle waves lap at the shore, leaving behind intricate patterns of foam and bubbles. \n                                  Seashells and pebbles are scattered along the sand, remnants of the sea's treasures. Foam-flecked waves rise with a fierce determination, their power a stark reminder of the ocean's wild and untamed spirit."", 'title': 'desert-desert', 'short description': 'This is a short description', 'continent': 'Juun', 'type': '2'}"
"(28, 33)","{'super area title': 'desert', 'description': ""The sandy coastline is a meeting place of two worlds – the desert's dunes and the ocean's expanse. The sand is damp and gritty underfoot, evidence of the sea's unruly temperament. \n                                  The wind whips your hair and clothes, carrying with it the tang of salt and the promise of a brewing storm. It's a serene escape, where the land and ocean converge in perfect harmony."", 'title': 'desert-desert', 'short description': 'This is a short description', 'continent': 'Juun', 'type': '2'}"
"(28, 34)","{'super area title': 'desert', 'description': ""A narrow strip of soft sand hugs the base of towering cliffs, a hidden oasis nestled between land and sea. The sand is damp and gritty underfoot, evidence of the sea's unruly temperament. \n                                  The wind whips your hair and clothes, carrying with it the tang of salt and the promise of a brewing storm. It's a place of transition and contrast, where the forces of nature collide and collaborate."", 'title': 'desert-desert', 'short description': 'This is a short description', 'continent': 'Juun', 'type': '2'}"
"(28, 35)","{'super area title': 'desert', 'description': ""The sandy coastline is a meeting place of two worlds – the desert's dunes and the ocean's expanse. The gentle waves lap at the shore, leaving behind intricate patterns of foam and bubbles. \n                                  Seashells and pebbles are scattered along the sand, remnants of the sea's treasures. The air is warm and salty, carrying the sound of seagulls soaring overhead and the distant laughter of beachgoers."", 'title': 'desert-desert', 'short description': 'This is a short description', 'continent': 'Juun', 'type': '2'}"
"(28, 36)","{'super area title': 'Farraige Mhor', 'description': 'Lightning splits the sky in blinding arcs of brilliance, illuminating the tumultuous seascape of Farraige Mhor in stark contrast. Rain pelts down in diagonal sheets, stinging your skin with each drop. \n                                  The wind howls like a vengeful spirit, tearing at your clothes and sending sea spray in every direction. The air is cool and refreshing, carrying the scent of salt and adventure.', 'title': 'Farraige Mhor-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(28, 37)","{'super area title': 'desert', 'description': ""The sandy coastline is a meeting place of two worlds – the desert's dunes and the ocean's expanse. Rolling sand dunes rise and fall like ripples frozen in time, their shapes constantly reshaped by the wind. \n                                  The sea's waves come ashore with a gentle sigh, washing over the edges of the dunes and creating ephemeral patterns in the sand. It's a place of transition and contrast, where the forces of nature collide and collaborate."", 'title': 'desert-desert', 'short description': 'This is a short description', 'continent': 'Juun', 'type': '2'}"
"(28, 38)","{'super area title': 'desert', 'description': ""The sandy coastline is a meeting place of two worlds – the desert's dunes and the ocean's expanse. The gentle waves lap at the shore, leaving behind intricate patterns of foam and bubbles. \n                                  Seashells and pebbles are scattered along the sand, remnants of the sea's treasures. It's a serene escape, where the land and ocean converge in perfect harmony."", 'title': 'desert-desert', 'short description': 'This is a short description', 'continent': 'Juun', 'type': '2'}"
"(28, 39)","{'super area title': 'desert', 'description': ""The sandy coastline stretches out before you, a wide expanse of golden sand that glitters under the brilliant sunlight. The gentle waves lap at the shore, leaving behind intricate patterns of foam and bubbles. \n                                  Seashells and pebbles are scattered along the sand, remnants of the sea's treasures. Foam-flecked waves rise with a fierce determination, their power a stark reminder of the ocean's wild and untamed spirit."", 'title': 'desert-desert', 'short description': 'This is a short description', 'continent': 'Juun', 'type': '2'}"
"(28, 40)","{'super area title': 'Farraige Mhor', 'description': ""Lightning splits the sky in blinding arcs of brilliance, illuminating the tumultuous seascape of Farraige Mhor in stark contrast. Rain pelts down in diagonal sheets, stinging your skin with each drop. \n                                  The wind howls like a vengeful spirit, tearing at your clothes and sending sea spray in every direction. It's a wild and powerful display of nature's might. "", 'title': 'Farraige Mhor-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(28, 41)","{'super area title': 'Farraige Mhor', 'description': ""The moon hangs low in the sky, casting a silvery path across the water's surface. The sea and sky meld into a maelstrom of gray and black, the boundary between them all but erased. Amidst the chaos, the horizon disappears behind a veil of mist and rain, leaving you feeling small and insignificant in the face of nature's power. "", 'title': 'Farraige Mhor-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(28, 42)","{'super area title': 'Farraige Mhor', 'description': 'The horizon is a tumultuous blend of dark clouds and roiling waters, blurred together in a disorienting dance. For a brief moment, the entire expanse of the water is laid bare, revealing the churning chaos beneath. The air is cool and refreshing, carrying the scent of salt and adventure.', 'title': 'Farraige Mhor-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(28, 43)","{'super area title': 'Farraige Mhor', 'description': ""The horizon is a tumultuous blend of dark clouds and roiling waters, blurred together in a disorienting dance. For a brief moment, the entire expanse of the water is laid bare, revealing the churning chaos beneath. It's as if the world is reduced to this single, chaotic plane, where the distinction between air and water loses all meaning. "", 'title': 'Farraige Mhor-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(28, 44)","{'super area title': 'North Juun', 'description': 'The landscape unfolds in a sea of undulating grasses that stretch to the horizon.  Golden wheat sways like a rippling sea, ready for harvest.\n                             Scarecrows stand guard amidst the fields, their outstretched arms warding off unwelcome visitors. The sun bathes the landscape in a warm glow, and the air is filled with the earthy scent of soil and vegetation.', 'title': 'North Juun-plain', 'short description': 'This is a short description', 'continent': 'Juun', 'type': '3'}"
"(28, 45)","{'super area title': 'North Juun', 'description': 'The steppe is a realm of open skies and endless winds. Tall grasses wave lazily in the wind, their golden heads creating a sea of movement that whispers secrets to anyone who listens. Despite the starkness, there is a certain beauty in the rugged simplicity of the desert plains.', 'title': 'North Juun-plain', 'short description': 'This is a short description', 'continent': 'Juun', 'type': '3'}"
"(28, 46)","{'super area title': 'North Juun', 'description': 'The steppe is a realm of open skies and endless winds.  Short grasses carpet the land, bending and swaying as the gusts sweep across the plain. \n                              Herds of animals graze in the distance, their movements harmonizing with the rhythm of the land. Despite the starkness, there is a certain beauty in the rugged simplicity of the desert plains.', 'title': 'North Juun-plain', 'short description': 'This is a short description', 'continent': 'Juun', 'type': '3'}"
"(28, 47)","{'super area title': 'North Juun', 'description': 'The landscape unfolds in a sea of undulating grasses that stretch to the horizon. The ground is cracked and dry, and the few tufts of hardy grass that dot the landscape seem like precious oases of life. \n                              The sun beats down relentlessly, casting harsh shadows that stretch across the desolate expanse. The sky overhead is an expanse of azure blue, interrupted only by the occasional fluffy cloud.', 'title': 'North Juun-plain', 'short description': 'This is a short description', 'continent': 'Juun', 'type': '3'}"
"(28, 48)","{'super area title': 'North Juun', 'description': 'The steppe is a realm of open skies and endless winds.  Short grasses carpet the land, bending and swaying as the gusts sweep across the plain. \n                              Herds of animals graze in the distance, their movements harmonizing with the rhythm of the land. The air is cool and invigorating, carrying with it the promise of change and adventure.', 'title': 'North Juun-plain', 'short description': 'This is a short description', 'continent': 'Juun', 'type': '3'}"
"(28, 49)","{'super area title': 'desert', 'description': ""Dark clouds gather overhead as tumultuous waves crash against the rocky shore. Rolling sand dunes rise and fall like ripples frozen in time, their shapes constantly reshaped by the wind. \n                                  The sea's waves come ashore with a gentle sigh, washing over the edges of the dunes and creating ephemeral patterns in the sand. It's a serene escape, where the land and ocean converge in perfect harmony."", 'title': 'desert-desert', 'short description': 'This is a short description', 'continent': 'Juun', 'type': '2'}"
"(29, 0)","{'super area title': 'North Cyfandir', 'description': 'The steppe is a realm of open skies and endless winds. The grasslands in North Cyfandir sway in harmony with the breeze, creating a mesmerizing wave-like motion that seems to breathe with the land. \n                              Here and there, wildflowers add vibrant bursts of color, their petals nodding gently in the wind. The air is cool and invigorating, carrying with it the promise of change and adventure.', 'title': 'North Cyfandir-plain', 'short description': 'This is a short description', 'continent': 'Cyfandir', 'type': '3'}"
"(29, 1)","{'super area title': 'North Cyfandir', 'description': 'The path winds through narrow mountain passes, flanked by imposing rock walls that seem to touch the sky. Towering peaks rise like sentinels against the horizon, their jagged silhouettes etched against the sky.The sounds of nature seem muted, as if the North Cyfandir themselves hold their breath in anticipation of your arrival at the summit.', 'title': 'North Cyfandir-mountain', 'short description': 'This is a short description', 'continent': 'Cyfandir', 'type': '6'}"
"(29, 2)","{'super area title': 'North Cyfandir', 'description': 'As you ascend higher into the North Cyfandir, the landscape transforms into an alpine wonderland. Verdant meadows burst with colorful wildflowers, contrasting with the snowy caps of the peaks.\n                            Crystal-clear streams babble through the valleys, their waters originating from the melting snow above. The view from this height is panoramic and humbling, offering a glimpse of the world from a unique perspective.', 'title': 'North Cyfandir-mountain', 'short description': 'This is a short description', 'continent': 'Cyfandir', 'type': '6'}"
"(29, 3)","{'super area title': 'North Cyfandir', 'description': ""The path winds through narrow mountain passes, flanked by imposing rock walls that seem to touch the sky. As you climb higher, the air becomes damp and cool, and the world around you is cloaked in a soft, diffused light.  With every step, the grandeur of the North Cyfandir becomes more pronounced, \n                              creating a sense of awe and insignificance in the face of nature's grand design."", 'title': 'North Cyfandir-mountain', 'short description': 'This is a short description', 'continent': 'Cyfandir', 'type': '6'}"
"(29, 4)","{'super area title': 'North Cyfandir', 'description': ""You stand on the edge of a towering cliff, overlooking a vast expanse below. Rolling hills and valleys stretch as far as the eye can see, their contours softened by a veil of mist. \n                              Rocky outcroppings and boulders dot the landscape, standing like silent sentinels amidst the green expanse. It's a place of solitude and open space, where the wind and the land are your only companions."", 'title': 'North Cyfandir-hill', 'short description': 'This is a short description', 'continent': 'Cyfandir', 'type': '5'}"
"(29, 5)","{'super area title': 'North Cyfandir', 'description': ""The plateau extends in every direction, a vast expanse of rocky terrain that seems untouched by time. Each crevice and crag tells a story of time's patient erosion, while moss and lichen add splashes of color to the gray canvas. \n                              Small pools collect in natural basins, reflecting the sky and surrounding terrain. The air is crisp and cool, carrying the scent of earth and minerals."", 'title': 'North Cyfandir-hill', 'short description': 'This is a short description', 'continent': 'Cyfandir', 'type': '5'}"
"(29, 6)","{'super area title': 'North Cyfandir', 'description': 'The steppe is a realm of open skies and endless winds. The grasslands in North Cyfandir sway in harmony with the breeze, creating a mesmerizing wave-like motion that seems to breathe with the land. \n                              Here and there, wildflowers add vibrant bursts of color, their petals nodding gently in the wind. The air is filled with the earthy scent of freshly turned soil, and the landscape feels alive with the promise of sustenance and growth.', 'title': 'North Cyfandir-plain', 'short description': 'This is a short description', 'continent': 'Cyfandir', 'type': '3'}"
"(29, 7)","{'super area title': 'North Cyfandir', 'description': 'The landscape unfolds in a sea of undulating grasses that stretch to the horizon.  Golden wheat sways like a rippling sea, ready for harvest.\n                             Scarecrows stand guard amidst the fields, their outstretched arms warding off unwelcome visitors. The air is cool and invigorating, carrying with it the promise of change and adventure.', 'title': 'North Cyfandir-plain', 'short description': 'This is a short description', 'continent': 'Cyfandir', 'type': '3'}"
"(29, 8)","{'super area title': 'North Cyfandir', 'description': 'The barren landscape is dominated by arid earth and rocky outcroppings. Tall grasses wave lazily in the wind, their golden heads creating a sea of movement that whispers secrets to anyone who listens. The air is cool and invigorating, carrying with it the promise of change and adventure.', 'title': 'North Cyfandir-plain', 'short description': 'This is a short description', 'continent': 'Cyfandir', 'type': '3'}"
"(29, 9)","{'super area title': 'North Cyfandir', 'description': 'The plains of North Cyfandir seem to stretch on forever, a vast expanse of open land broken only by occasional clusters of trees. The grasslands in North Cyfandir sway in harmony with the breeze, creating a mesmerizing wave-like motion that seems to breathe with the land. \n                              Here and there, wildflowers add vibrant bursts of color, their petals nodding gently in the wind. Despite the starkness, there is a certain beauty in the rugged simplicity of the desert plains.', 'title': 'North Cyfandir-plain', 'short description': 'This is a short description', 'continent': 'Cyfandir', 'type': '3'}"
"(29, 10)","{'super area title': 'North Cyfandir', 'description': 'The plains of North Cyfandir seem to stretch on forever, a vast expanse of open land broken only by occasional clusters of trees. Tall grasses wave lazily in the wind, their golden heads creating a sea of movement that whispers secrets to anyone who listens. The air is cool and invigorating, carrying with it the promise of change and adventure.', 'title': 'North Cyfandir-plain', 'short description': 'This is a short description', 'continent': 'Cyfandir', 'type': '3'}"
"(29, 11)","{'super area title': 'North Cyfandir', 'description': 'The landscape unfolds in a sea of undulating grasses that stretch to the horizon.  Golden wheat sways like a rippling sea, ready for harvest.\n                             Scarecrows stand guard amidst the fields, their outstretched arms warding off unwelcome visitors. The sky overhead is an expanse of azure blue, interrupted only by the occasional fluffy cloud.', 'title': 'North Cyfandir-plain', 'short description': 'This is a short description', 'continent': 'Cyfandir', 'type': '3'}"
"(29, 12)","{'super area title': 'North Cyfandir', 'description': 'As you approach the uppermost reaches, the landscape transitions into a rocky desert. Verdant meadows burst with colorful wildflowers, contrasting with the snowy caps of the peaks.\n                            Crystal-clear streams babble through the valleys, their waters originating from the melting snow above. The view from this height is panoramic and humbling, offering a glimpse of the world from a unique perspective.', 'title': 'North Cyfandir-mountain', 'short description': 'This is a short description', 'continent': 'Cyfandir', 'type': '6'}"
"(29, 13)","{'super area title': 'Farraige Mhor', 'description': ""The moon hangs low in the sky, casting a silvery path across the water's surface. Rain pelts down in diagonal sheets, stinging your skin with each drop. \n                                  The wind howls like a vengeful spirit, tearing at your clothes and sending sea spray in every direction. Amidst the chaos, the horizon disappears behind a veil of mist and rain, leaving you feeling small and insignificant in the face of nature's power. "", 'title': 'Farraige Mhor-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(29, 14)","{'super area title': 'desert', 'description': ""A narrow strip of soft sand hugs the base of towering cliffs, a hidden oasis nestled between land and sea. Rolling sand dunes rise and fall like ripples frozen in time, their shapes constantly reshaped by the wind. \n                                  The sea's waves come ashore with a gentle sigh, washing over the edges of the dunes and creating ephemeral patterns in the sand. It's a place of transition and contrast, where the forces of nature collide and collaborate."", 'title': 'desert-desert', 'short description': 'This is a short description', 'continent': 'Cyfandir', 'type': '2'}"
"(29, 15)","{'super area title': 'Farraige Mhor', 'description': 'The horizon is a tumultuous blend of dark clouds and roiling waters, blurred together in a disorienting dance. For a brief moment, the entire expanse of the water is laid bare, revealing the churning chaos beneath. The jagged bolts paint a surreal tableau of violence and beauty, \n                                  while the accompanying thunder shakes the very ground beneath your feet, a reminder of the immense forces at play. ', 'title': 'Farraige Mhor-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(29, 16)","{'super area title': 'Farraige Mhor', 'description': ""The horizon is a tumultuous blend of dark clouds and roiling waters, blurred together in a disorienting dance. A faint mist hovers above the water's surface, adding an ethereal quality to the scene. The jagged bolts paint a surreal tableau of violence and beauty, \n                                  while the accompanying thunder shakes the very ground beneath your feet, a reminder of the immense forces at play. "", 'title': 'Farraige Mhor-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(29, 17)","{'super area title': 'Farraige Mhor', 'description': 'Dark clouds gather overhead as the sea churns with energy. Waves rise and crash against the rugged rocks, sending salty spray into the air. The sea and sky meld into a maelstrom of gray and black, the boundary between them all but erased. The jagged bolts paint a surreal tableau of violence and beauty, \n                                  while the accompanying thunder shakes the very ground beneath your feet, a reminder of the immense forces at play. ', 'title': 'Farraige Mhor-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(29, 18)","{'super area title': 'Farraige Mhor', 'description': ""The tempest rages with unrelenting fury, as waves surge and crash against one another, forming towering walls of water that seem to defy gravity. A faint mist hovers above the water's surface, adding an ethereal quality to the scene. This is a place where time seems to stand still, inviting you to immerse yourself in its serene beauty and contemplate the mysteries of the world. "", 'title': 'Farraige Mhor-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(29, 19)","{'super area title': 'Farraige Mhor', 'description': ""The horizon is a tumultuous blend of dark clouds and roiling waters, blurred together in a disorienting dance. The gentle waves shimmer with each soft ripple, reflecting the moon's glow like a million diamonds. \n                                  A sense of tranquility pervades the air, broken only by the distant call of a night bird. The first twinkling lights mirror the constellations above, creating a breathtaking connection between the heavens and the tranquil waters below. The air is cool and refreshing, carrying the scent of salt and adventure."", 'title': 'Farraige Mhor-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(29, 20)","{'super area title': 'Farraige Mhor', 'description': ""Dark clouds gather overhead as the sea churns with energy. Waves rise and crash against the rugged rocks, sending salty spray into the air. A faint mist hovers above the water's surface, adding an ethereal quality to the scene. This is a place where time seems to stand still, inviting you to immerse yourself in its serene beauty and contemplate the mysteries of the world. "", 'title': 'Farraige Mhor-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(29, 21)","{'super area title': 'Farraige Mhor', 'description': ""The gentle lapping of waves creates a soothing rhythm as the first light of dawn breaks across the horizon. The gentle waves shimmer with each soft ripple, reflecting the moon's glow like a million diamonds. \n                                  A sense of tranquility pervades the air, broken only by the distant call of a night bird. The first twinkling lights mirror the constellations above, creating a breathtaking connection between the heavens and the tranquil waters below. The jagged bolts paint a surreal tableau of violence and beauty, \n                                  while the accompanying thunder shakes the very ground beneath your feet, a reminder of the immense forces at play. "", 'title': 'Farraige Mhor-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(29, 22)","{'super area title': 'Farraige Mhor', 'description': 'Lightning splits the sky in blinding arcs of brilliance, illuminating the tumultuous seascape of Farraige Mhor in stark contrast. Rain pelts down in diagonal sheets, stinging your skin with each drop. \n                                  The wind howls like a vengeful spirit, tearing at your clothes and sending sea spray in every direction. This is a place where time seems to stand still, inviting you to immerse yourself in its serene beauty and contemplate the mysteries of the world. ', 'title': 'Farraige Mhor-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(29, 23)","{'super area title': 'Farraige Mhor', 'description': ""Dark clouds gather overhead as the sea churns with energy. Waves rise and crash against the rugged rocks, sending salty spray into the air. A faint mist hovers above the water's surface, adding an ethereal quality to the scene. This is a place where time seems to stand still, inviting you to immerse yourself in its serene beauty and contemplate the mysteries of the world. "", 'title': 'Farraige Mhor-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(29, 24)","{'super area title': 'Farraige Mhor', 'description': ""The tempest rages with unrelenting fury, as waves surge and crash against one another, forming towering walls of water that seem to defy gravity. Rain pelts down in diagonal sheets, stinging your skin with each drop. \n                                  The wind howls like a vengeful spirit, tearing at your clothes and sending sea spray in every direction. Amidst the chaos, the horizon disappears behind a veil of mist and rain, leaving you feeling small and insignificant in the face of nature's power. "", 'title': 'Farraige Mhor-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(29, 25)","{'super area title': 'Farraige Mhor', 'description': ""Lightning splits the sky in blinding arcs of brilliance, illuminating the tumultuous seascape of Farraige Mhor in stark contrast. The gentle waves shimmer with each soft ripple, reflecting the moon's glow like a million diamonds. \n                                  A sense of tranquility pervades the air, broken only by the distant call of a night bird. The first twinkling lights mirror the constellations above, creating a breathtaking connection between the heavens and the tranquil waters below. The jagged bolts paint a surreal tableau of violence and beauty, \n                                  while the accompanying thunder shakes the very ground beneath your feet, a reminder of the immense forces at play. "", 'title': 'Farraige Mhor-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(29, 26)","{'super area title': 'Farraige Mhor', 'description': ""The gentle lapping of waves creates a soothing rhythm as the first light of dawn breaks across the horizon. A faint mist hovers above the water's surface, adding an ethereal quality to the scene. The air is cool and refreshing, carrying the scent of salt and adventure."", 'title': 'Farraige Mhor-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(29, 27)","{'super area title': 'Farraige Mhor', 'description': 'The tempest rages with unrelenting fury, as waves surge and crash against one another, forming towering walls of water that seem to defy gravity. Rain pelts down in diagonal sheets, stinging your skin with each drop. \n                                  The wind howls like a vengeful spirit, tearing at your clothes and sending sea spray in every direction. The jagged bolts paint a surreal tableau of violence and beauty, \n                                  while the accompanying thunder shakes the very ground beneath your feet, a reminder of the immense forces at play. ', 'title': 'Farraige Mhor-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(29, 28)","{'super area title': 'Farraige Mhor', 'description': ""The moon hangs low in the sky, casting a silvery path across the water's surface. For a brief moment, the entire expanse of the water is laid bare, revealing the churning chaos beneath. The jagged bolts paint a surreal tableau of violence and beauty, \n                                  while the accompanying thunder shakes the very ground beneath your feet, a reminder of the immense forces at play. "", 'title': 'Farraige Mhor-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(29, 29)","{'super area title': 'Farraige Mhor', 'description': ""The moon hangs low in the sky, casting a silvery path across the water's surface. Rain pelts down in diagonal sheets, stinging your skin with each drop. \n                                  The wind howls like a vengeful spirit, tearing at your clothes and sending sea spray in every direction. The jagged bolts paint a surreal tableau of violence and beauty, \n                                  while the accompanying thunder shakes the very ground beneath your feet, a reminder of the immense forces at play. "", 'title': 'Farraige Mhor-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(29, 30)","{'super area title': 'desert', 'description': ""The sandy coastline stretches out before you, a wide expanse of golden sand that glitters under the brilliant sunlight. The sand is damp and gritty underfoot, evidence of the sea's unruly temperament. \n                                  The wind whips your hair and clothes, carrying with it the tang of salt and the promise of a brewing storm. It's a serene escape, where the land and ocean converge in perfect harmony."", 'title': 'desert-desert', 'short description': 'This is a short description', 'continent': 'Juun', 'type': '2'}"
"(29, 31)","{'super area title': 'desert', 'description': ""Dark clouds gather overhead as tumultuous waves crash against the rocky shore. The sand is damp and gritty underfoot, evidence of the sea's unruly temperament. \n                                  The wind whips your hair and clothes, carrying with it the tang of salt and the promise of a brewing storm. The air is warm and salty, carrying the sound of seagulls soaring overhead and the distant laughter of beachgoers."", 'title': 'desert-desert', 'short description': 'This is a short description', 'continent': 'Juun', 'type': '2'}"
"(29, 32)","{'super area title': 'desert', 'description': ""The sandy coastline stretches out before you, a wide expanse of golden sand that glitters under the brilliant sunlight. Rolling sand dunes rise and fall like ripples frozen in time, their shapes constantly reshaped by the wind. \n                                  The sea's waves come ashore with a gentle sigh, washing over the edges of the dunes and creating ephemeral patterns in the sand. Foam-flecked waves rise with a fierce determination, their power a stark reminder of the ocean's wild and untamed spirit."", 'title': 'desert-desert', 'short description': 'This is a short description', 'continent': 'Juun', 'type': '2'}"
"(29, 33)","{'super area title': 'Farraige Mhor', 'description': ""The gentle lapping of waves creates a soothing rhythm as the first light of dawn breaks across the horizon. The sea and sky meld into a maelstrom of gray and black, the boundary between them all but erased. Amidst the chaos, the horizon disappears behind a veil of mist and rain, leaving you feeling small and insignificant in the face of nature's power. "", 'title': 'Farraige Mhor-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(29, 34)","{'super area title': 'Farraige Mhor', 'description': 'The gentle lapping of waves creates a soothing rhythm as the first light of dawn breaks across the horizon. The wind howls, tugging at your clothes and whipping your hair into a frenzy. \n                                  Lightning streaks across the sky, briefly illuminating the foamy crests of waves. The jagged bolts paint a surreal tableau of violence and beauty, \n                                  while the accompanying thunder shakes the very ground beneath your feet, a reminder of the immense forces at play. ', 'title': 'Farraige Mhor-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(29, 35)","{'super area title': 'desert', 'description': ""The sandy coastline is a meeting place of two worlds – the desert's dunes and the ocean's expanse. The cliffs offer protection from the wind, casting cool shadows that provide relief from the sun's intensity. \n                                  The waves crash against the rocks with a soothing rhythm, and patches of tide pools reveal small ecosystems teeming with colorful marine life. The air is warm and salty, carrying the sound of seagulls soaring overhead and the distant laughter of beachgoers."", 'title': 'desert-desert', 'short description': 'This is a short description', 'continent': 'Juun', 'type': '2'}"
"(29, 36)","{'super area title': 'Farraige Mhor', 'description': ""Dark clouds gather overhead as the sea churns with energy. Waves rise and crash against the rugged rocks, sending salty spray into the air. The gentle waves shimmer with each soft ripple, reflecting the moon's glow like a million diamonds. \n                                  A sense of tranquility pervades the air, broken only by the distant call of a night bird. The first twinkling lights mirror the constellations above, creating a breathtaking connection between the heavens and the tranquil waters below. It's a wild and powerful display of nature's might. "", 'title': 'Farraige Mhor-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(29, 37)","{'super area title': 'Farraige Mhor', 'description': 'Lightning splits the sky in blinding arcs of brilliance, illuminating the tumultuous seascape of Farraige Mhor in stark contrast. The sea and sky meld into a maelstrom of gray and black, the boundary between them all but erased. The jagged bolts paint a surreal tableau of violence and beauty, \n                                  while the accompanying thunder shakes the very ground beneath your feet, a reminder of the immense forces at play. ', 'title': 'Farraige Mhor-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(29, 38)","{'super area title': 'Farraige Mhor', 'description': ""The moon hangs low in the sky, casting a silvery path across the water's surface. The sea and sky meld into a maelstrom of gray and black, the boundary between them all but erased. Amidst the chaos, the horizon disappears behind a veil of mist and rain, leaving you feeling small and insignificant in the face of nature's power. "", 'title': 'Farraige Mhor-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
